bug id,bug type (CWE),component,Short,input,privilege,mitigation,bounty,introduced_date,reported_date,fixed_date,Has Similar Bug?,third-party
41493285,CWE-617,Blink > JavaScript > Compiler > Turbofan,V8,JS,renderer,0,7000,2023-12-14,2024-01-21,2024-01-24,No,No
41493175,CWE-125,Blink > JavaScript > Runtime,V8,JS,renderer,0,8000,2023-12-11,2024-01-20,2024-01-23,No,No
41491428,CWE-416,UI > Accessibility,UI,gesture,browser,3,3000,N/A,2024-01-15,2024-01-24,No,No
41491379,CWE-416,Internals > Network > QUIC,network,network-js,network,3,7000,N/A,2024-01-15,2024-02-29,Yes,No
41491373,CWE-617,Blink > JavaScript > Compiler,V8,JS,renderer,0,8000,2023-11-22,2024-01-15,2024-01-22,No,No
41490491,CWE-416,UI > Accessibility,UI,gesture,browser,4,2000,2022-05-04,2024-01-11,2024-01-30,No,No
41488824,CWE-416,Blink > WebRTC,WebRTC,renderer-js,renderer,0,9000,2022-01-17,2024-01-05,2024-01-13,No,No
41487330,CWE-416,Blink > WebRTC > PeerConnection,WebRTC,renderer-js,renderer,3,3000,2023-01-09,2023-12-29,2024-01-19,Yes,No
41486862,CWE-125,Blink > JavaScript > WebAssembly,V8,JS,renderer,0,8000,2023-10-17,2023-12-26,2024-01-09,No,No
41486636,CWE-617,Blink > JavaScript,V8,JS,renderer,0,7000,2023-11-23,2023-12-24,2024-01-29,Yes,No
41486150,CWE-617,Blink > JavaScript > WebAssembly,V8,JS,renderer,0,8000,2023-11-30,2023-12-21,2024-01-09,No,No
41485059,CWE-617,Blink > JavaScript > Compiler > Turbofan,V8,JS,renderer,0,8000,2023-11-20,2023-12-18,2023-12-19,No,No
41484271,CWE-416,Blink > Storage > WebSQL,WebSQL,renderer-js,renderer,0,1000,2023-05-24,2023-12-14,2023-12-18,No,sqlite3
41484151,CWE-416,Blink > Canvas,Blink,renderer-js,renderer,2,5000,2023-08-31,2023-12-14,2024-01-17,Yes,No
41483711,CWE-617,Blink > JavaScript > Compiler > Turbofan,V8,JS,renderer,0,8000,2023-12-06,2023-12-13,2023-12-15,No,No
41483297,CWE-843,Blink > JavaScript > Runtime,V8,JS,renderer,0,7000,2023-08-18,2023-12-12,2023-12-13,Yes,No
41481374,CWE-416,Internals > Mojo,Mojo,browser-js,browser,2,5000,2023-10-02,2023-12-06,2024-02-01,No,No
40948441,CWE-617,Blink > JavaScript > WebAssembly,V8,JS,renderer,0,8000,2023-11-13,2023-12-04,2023-12-06,No,No
40948107,CWE-617,Blink > JavaScript > Compiler > Turbofan,V8,JS,renderer,4,1000,N/A,2023-12-02,2023-12-18,No,No
40946348,CWE-416,Blink > WebRTC,WebRTC,renderer-js,renderer,0,7000,N/A,2023-11-28,2023-12-01,No,No
40945774,CWE-416,UI > Browser > Passwords,UI,gesture,browser,4,1000,2021-10-07,2023-11-25,2023-12-04,Yes,No
40945587,CWE-416,UI > Browser > ContentSuggestions,UI,gesture,browser,4,2000,2023-11-14,2023-11-24,2023-12-06,No,No
40945515,CWE-124,UI > Browser > Themes,UI,gesture,browser,2,6000,N/A,2023-11-24,2024-01-02,No,No
40945359,CWE-122,Internals > Images > Codecs,ThirdParty,image,renderer,0,7000,N/A,2023-11-23,2023-11-29,No,libavif
40942995,CWE-416,Internals > GPU > SwiftShader,SwiftShader,gpu-js,gpu,2,4000,N/A,2023-11-15,2024-06-14,No,No
40942837,CWE-416,UI > Browser > New Tab Page (use subcomponent),UI,gesture,browser,4,2000,2023-11-03,2023-11-15,2023-11-23,No,No
40942439,CWE-416,Blink > GarbageCollection,GarbageCollection,renderer-js,renderer,0,7000,2022-12-05,2023-11-14,2023-11-29,No,No
40942082,CWE-122,Internals > Images > Codecs,ThirdParty,image,renderer,0,7000,N/A,2023-11-13,2023-11-16,No,libavif
40942077,CWE-122,Internals > Images > Codecs,ThirdParty,image,renderer,0,7000,N/A,2023-11-13,2023-11-16,No,libavif
40941179,CWE-416,Blink > Identity > FedCM,FedCM,gesture,browser,2,6000,2023-01-23,2023-11-09,2023-11-28,Yes,No
40940830,CWE-122,UI > GFX,UI,gesture,browser,4,1000,2019-12-13,2023-11-08,2023-11-17,No,No
40076226,CWE-416,UI > Browser > ContentSuggestions,UI,gesture,browser,4,3000,2023-10-19,2023-11-06,2023-11-14,No,No
40075744,CWE-617,Blink > JavaScript > Compiler > Maglev,V8,JS,renderer,0,8000,2023-09-21,2023-10-27,2023-11-07,No,No
40075409,CWE-416,Services (Use Subcomponents) > CloudMessaging,CloudMessaging,browser-js,browser,4,1000,N/A,2023-10-23,2023-11-30,No,No
40075363,CWE-122,Blink > Scheduling,Scheduling,renderer-js,renderer,0,8000,2023-10-14,2023-10-21,2023-10-25,No,No
40075359,CWE-416,UI > Browser > SearchSidePanel,UI,gesture,browser,4,1000,2023-08-08,2023-10-21,2023-10-30,No,No
40936633,CWE-416,UI > Browser > TopChrome > SidePanel,UI,gesture,browser,4,2000,2022-04-16,2023-10-17,2023-10-23,No,No
40936128,CWE-416,UI > Accessibility > ReadingMode,UI,gesture,browser,4,2000,2023-10-04,2023-10-13,2023-10-23,Yes,No
40074795,CWE-416,UI > Browser > Permissions > Prompts,UI,gesture,browser,4,3000,2023-10-04,2023-10-13,2023-11-09,No,No
40074794,CWE-416,"IO (Do Not Use, Use Subcomponents) > USB",IO,browser-js,browser,2,8000,2021-03-19,2023-10-13,2024-05-08,No,No
40074630,CWE-125,Blink > WebGL,GPU,graphic shader,renderer,0,7000,N/A,2023-10-11,2024-04-24,No,No
40935719,CWE-416,UI > Browser > Profiles,UI,gesture,browser,4,3000,2019-10-31,2023-10-10,2023-10-12,No,No
